ax,ay,az,gx,gy,gz,class_label
0.043676,-0.05002,1.00528,-0.63,-0.07,-0.2275,0
0.0427,-0.051484,1.006256,-0.56,-0.105,-0.28,0
0.042944,-0.049044,1.005768,-0.5425,-0.105,-0.315,0
0.0427,-0.050264,1.00406,-0.7,-0.175,-0.3325,0
0.042944,-0.051972,1.004548,-0.6475,-0.0875,-0.28,0
0.042944,-0.049044,1.004548,-0.6125,-0.035,-0.175,0
0.040016,-0.051972,1.006744,-0.6125,-0.1225,-0.315,0
0.039528,-0.048312,1.005036,-0.5775,-0.1575,-0.2625,0
0.04148,-0.050264,1.005036,-0.63,-0.14,-0.28,0
0.044164,-0.052704,1.006012,-0.56,-0.035,-0.315,0
0.044652,-0.051728,1.00528,-0.6125,0.035,-0.245,0
0.04636,-0.05124,1.005768,-0.665,-0.105,-0.2625,0
0.040748,-0.050508,1.007232,-0.735,-0.175,-0.245,0
0.041236,-0.049532,1.008452,-0.6475,-0.1575,-0.28,0
0.041968,-0.05124,1.007964,-0.7175,-0.14,-0.3675,0
0.041236,-0.048556,1.005036,-0.875,-0.14,-0.315,0
0.04148,-0.05002,1.0065,-0.6475,-0.105,-0.2625,0
0.0427,-0.046848,1.003816,-0.665,-0.0525,-0.28,0
0.042944,-0.049532,1.00772,-0.7,-0.07,-0.2625,0
0.04148,-0.0488,1.006988,-0.7175,-0.14,-0.2975,0
