ax,ay,az,gx,gy,gz,class_label
-0.115412,0.122488,1.4762,-8.6975,-5.0925,-1.7325,2
-0.196908,0.205204,0.724436,0.91,8.89,1.435,2
-0.150548,-0.051972,0.809592,-14.56,10.4475,-3.5875,2
-0.22204,0.175192,0.62708,-18.795,9.5375,-5.4425,2
0.05002,-0.124684,0.7076,-17.395,2.8525,-5.7575,2
-0.009028,-0.286944,0.6039,-14.7175,-1.8025,-4.48,2
0.102236,-0.383568,0.809592,14.1575,-0.9275,2.9925,2
0.287676,-0.269376,1.439844,12.53,-12.4775,3.6575,2
0.249612,-0.08296,1.56282,17.0975,-9.275,3.78,2
0.21838,0.077592,1.448628,2.87,-11.2525,3.045,2
-0.051728,-0.022936,0.988932,12.845,7.5425,3.71,2
-0.124928,0.239364,1.10166,-2.345,6.0375,1.61,2
-0.103212,0.167872,0.879132,-15.575,9.695,-4.69,2
-0.110044,0.18788,0.5978,-28.385,7.42,-8.015,2
-0.08174,0.108336,0.53192,-15.6625,7.56,-4.8825,2
-0.044896,-0.40016,0.591944,-1.295,4.13,-0.8925,2
0.266204,-0.289628,1.125328,11.83,4.795,1.5925,2
0.373808,-0.408944,1.504504,2.4675,-11.235,0.42,2
0.29768,-0.034892,1.234884,21.2275,-12.1275,6.7725,2
0.059292,-0.151524,1.356152,12.9325,-11.655,3.8325,2
-0.016836,0.0305,1.16632,18.1475,-0.245,6.405,2
0.023912,0.132736,1.26148,-12.6,4.025,-3.465,2
-0.25498,0.38674,0.611952,-20.9475,2.415,-4.5325,2
-0.131272,0.112484,0.607804,-15.925,11.9,-4.725,2
-0.228384,-0.099552,0.563152,-15.05,7.1575,-5.7925,2
0.13176,-0.238632,0.858636,0.5425,10.9725,-1.68,2
0.223992,-0.204716,0.99918,-9.135,-9.1,-2.835,2
0.200324,-0.228872,1.032608,26.32,-6.8075,-0.5075,2
0.149816,-0.20984,1.185352,10.64,-11.445,3.9725,2
0.11224,-0.175924,1.25904,27.65,-5.25,6.6675,2
0.09272,0.1037,1.49206,-8.085,-4.5675,4.095,2
-0.223504,0.241316,1.199504,-1.1725,-2.1875,1.3125,2
-0.13786,0.150792,0.786656,-13.51,11.0425,-3.57,2
-0.239852,0.16226,0.635376,-19.495,9.24,-0.7875,2
0.041968,-0.147376,0.710772,-16.135,11.1125,-5.5475,2
0.010004,0.077592,0.613904,-15.61,-2.415,-4.6375,2
0.099796,-0.37332,0.81984,15.75,-0.8225,-4.5325,2
-0.180804,0.226188,0.719556,-19.7925,1.575,-5.32,2
-0.202764,0.2562,0.562664,-10.0275,9.835,-2.3625,2
-0.15982,-0.219844,0.644892,-12.9325,9.765,-4.69,2
0.070028,-0.020008,0.702476,-7.945,9.59,-3.2375,2
0.19398,-0.274988,0.97844,-8.9775,-4.6725,-3.4475,2
0.14762,-0.230824,0.8113,17.395,-8.015,-1.61,2
0.195444,-0.282552,1.160464,17.71,-7.7,4.2175,2
0.1403,-0.159088,1.378112,19.32,-9.03,6.02,2
0.12444,0.031232,1.479372,5.9325,-5.0925,4.7775,2
-0.182756,0.234972,1.308084,-7.4725,-6.265,0.315,2
-0.142252,0.088084,0.782264,-0.63,11.515,-0.0175,2
-0.23302,0.137128,0.840336,-27.2125,8.225,-1.4875,2
-0.047336,0.028792,0.682468,-13.5275,12.11,-4.6025,2
0.006344,0.038796,0.627568,-23.7825,0.7175,-6.93,2
0.000976,-0.31476,0.640012,16.87,1.9425,-3.85,2
0.352824,-0.385032,0.717604,5.3025,-2.4325,1.68,2
0.271816,-0.315736,1.329312,21.28,-11.235,4.025,2
0.300608,-0.10248,1.649196,7.9625,-11.2525,2.6775,2
-0.066368,0.077104,1.355176,14.7525,-10.115,5.74,2
-0.016836,-0.041724,1.144604,3.57,6.9125,1.47,2
-0.119316,0.362096,0.987224,9.485,5.1975,4.4975,2
-0.061732,0.048556,1.026264,-18.165,8.96,-5.845,2
-0.163968,0.31598,0.538996,-23.73,5.425,-6.16,2
-0.032696,-0.300852,0.621224,-18.655,8.855,-6.09,2
-0.115412,-0.247172,0.548512,-4.235,3.22,-0.9975,2
0.258884,-0.336964,1.22732,9.1175,-8.785,0.84,2
0.32086,-0.135908,1.341268,0.77,-12.6875,0.5075,2
0.286456,-0.124928,1.36274,26.0225,-9.8875,6.8775,2
0.040748,-0.075396,1.395192,8.0675,-12.7925,3.745,2
0.023668,-0.099064,1.141432,23.4325,1.4,6.545,2
0.000976,0.186416,1.297348,-18.97,1.9075,-5.1625,2
